miluinus	resembling a kite, rapacious
miluus	a bird of prey, kite, glede
mima	a female mimic, mime
mimice	farcically, like a mime
mimicus	of mimes, farcical, extravagant
mimula	a little mime
mimus	a mimic actor, mime
mina	a silver mina (unit of currency; Greek μνᾶ)
minaciter	threateningly, menacingly
minae	threats, menaces; projecting points, pinnacles
minans	one who threatens
minanter	threateningly
minatio	a threatening
minax	jutting out, projecting, overhanging
minerva	the goddess of wisdom, sense, and reflection, of the arts and sciences, of poetry, and of spinning and weaving, identified with the Grecian Athene
mingo	to make water
miniatulus	somewhat red
miniatus	colored with red-lead, painted with cinnabar, colored red
minime	least of all, in the smallest degree, least, very little
minimum	very little, slightly
minimus	least, smallest, very small, minute, trifling, insignificant
minister	subordinate, that serves, ministering
ministerium	an office, attendance, service, ministry, occupation, work, labor, employment, administration
ministra	a female attendant, maid-servant, assistant
ministrator	an attendant, helper, prompter
ministratrix	a female attendant, handmaid
ministro	to attend, wait upon, serve
minitabundus	threatening
minitor	to threaten, menace
minium	red-lead
minoius	of Minos, Minoan
minor	(to jut forth, project); to threaten
minor2	smaller, less
minotaurus	a monster with a bull’s head, born of Pasiphaë, wife of Minos
minuo	to make small, lessen, diminish, divide into small pieces
minus2	less
minusculus	rather less, rather small
minutal	minced meat, hash
minutatim	piecemeal, little by little, gradually
minute	pettily, in a paltry manner
minutius	comp. of minute
minutus	little, small, minute
mirabilis	wonderful, marvellous, extraordinary, amazing, admirable, strange, singular
mirabiliter	wonderfully, astonishingly, marvellously, surprisingly
mirabundus	wondering, astonished, full of wonder
miraculum	a marvellous thing, wonder, marvel, miracle
mirandus	wonderful, strange, singular
mirans	an admirer
mirator	an admirer
miratrix	an admirer
mire	wonderfully, marvellously, strangely, uncommonly, exceedingly
mirifice	wonderfully, marvellously, extraordinarily
mirificus	wonderful, admirable, marvellous, extraordinary, strange
miro	to wonder
miror	to wonder, marvel, be astonished, be amazed, admire
mirus	wonderful, marvellous, astonishing, extraordinary, amazing
miscellanea	a hash of broken meats, hodge-podge
misceo	to mix, mingle, intermingle, blend
misellus	poor, wretched, unfortunate
miser	sad, miserable
miserabile	pitiably, wretchedly
miserabilis	pitiable, miserable, deplorable, lamentable, wretched, sad
miserabiliter	pitiably, wretchedly, pathetically, mournfully, sadly
miserandus	lamentable, deplorable, pitiable, touching, affecting
miserans	P. of miseror
miseratio	pity, compassion, sympathy
miseratus	P. of miseror
misere	wretchedly, miserably, pitiably
misereor	to feel pity, have compassion, pity, compassionate, commiserate
miseresco	to feel pity, have compassion
miseret	it distresses, excites pity in
miseria	wretchedness, unhappiness, misfortune, misery, woe, suffering, affliction, distress
misericordia	tenderheartedness, pity, compassion, sympathy, mercy
misericors	tender-hearted, pitiful, compassionate, merciful
miseriter	pitifuly, sadly
miseritus	P. of misereor
miseror	to lament, deplore, commiserate
missilis	that may be hurled, thrown, missile
missio	a sending, despatching
missito	to send repeatedly
missor	a thrower, archer
missus2	a sending away, sending, despatching
mite	mildly, gently
mitella	a headband, turban
mitesco	to be softened
mitifico	to ripen
mitigatio	a soothing
mitigo	to soften, make tender, ripen, mellow, tame
mitis	mild, mellow, mature, ripe
mitra	a headband, coif, turban (an Asiatic head-dress)
mitratus	wearing a turban, turbaned
mitto	to send, let go
mitulus	an edible mussel
mixtus	hybrid
mnemosynum	a memorial
mobilis	easy to move, movable, loose, not firm
mobilitas	activity, speed, rapidity, quickness, mobility
mobiliter	rapidly, quickly
moderabilis	moderate
moderamen	a means of managing, rudder, helm
moderans	P. of moderor
moderate	with moderation, moderately
moderatio	a controlling, guidance, government, regulation
moderator	a manager, ruler, governor, director
moderatrix	she who rules, a directress, guide, controller
moderatus	within bounds, observing moderation, moderate
modero	regulate
moderor	to set a measure, set bounds, put restraint upon, moderate, mitigate, restrain, allay, temper, qualify
modeste	with moderation, temperately, discreetly, modestly
modestia	moderation
modestus	keeping due measure, moderate, modest, gentle, forbearing, temperate, sober, discreet
modice	with moderation, modestly, discreetly
modicus	in proper measure, moderate, modest, temperate
modifico	to measure off
modius	a corn-measure, measure, peck
modo	just now; only
modulate	measuredly, in time, melodiously
modulator	a director, musician
modulor	to measure, measure rhythmically, modulate
modulus	a small measure
modus	measure; way, manner
moecha	an adulteress
moechor	to commit adultery
moechus	a fornicator, adulterer
moenia	defensive walls, ramparts, bulwarks, city walls
mola	a millstone, grindstone
molaris	a millstone, large stone
moles	a shapeless mass, huge bulk, weight, pile, load
moleste	with trouble, with difficulty, with vexation
molestia	trouble, irksomeness, uneasiness, annoyance, molestation, vexation, distress
molestus	troublesome, irksome, grievous, annoying, unmanageable
molimen	a great exertion, effort, endeavor, attempt, undertaking
molimentum	a great exertion, trouble, effort
molior	to make exertion, exert oneself, endeavor, struggle, strive, toil
molitio	a removing, demolition
molitor	a framer, contriver
molitus2	P. of molior
mollesco	to become soft, soften
mollicellus	soft, delicate
molliculus	voluptuous
mollio	to make soft, make supple, soften
mollipes	soft-footed
mollis	yielding, pliant, flexible, supple, soft, tender, delicate, gentle, mild, pleasant
molliter	softly, gently, agreeably
mollitia	pliability, flexibility, softness
mollitudo	suppleness, flexibility, softness
mollitus	P. of mollio
molo	to grind
molorchus	a poor vine-dresser who entertained Hercules
moly	a magic herb, moly
momentum	a movement, motion
monedula	a jackdaw, daw
monens	one who counsels, an adviser
moneo	to remind, put in mind of, admonish, advise, warn, instruct, teach
moneris	a vessel with a single bank of oars, galley
moneta	the mother of the Muses
monetalis	of the mint, of money
monile	a necklace, collar
monitio	a warning, admonition
monitor	one who reminds, a monitor, suggester
monitum	an admonition, advice, counsel, suggestion, oracle
monitus2	a reminding, warning, admonition
monogrammos	of a mere line, outlined, sketched
monopodium	a stand, table with one foot
mons	mountain
monstratio	a showing, direction, guidance
monstrator	an introducer, inventor, teacher
monstratus	conspicuous, remarkable
monstro	to point out, exhibit, make known, indicate, inform, advise, teach, instruct, tell
monstrum	a divine omen, supernatural appearance, wonder, miracle, portent
monstruose	unnaturally, monstrously
monstruosus	strange, monstrous
montanus	of mountains, belonging to mountains
monticola	a mountaineer
montivagus	wandering over mountains
montosus	mountainous, full of mountains
montuosus	mountainous, full of mountains
monumentum	that which brings to mind, a remembrancer, memorial, monument
mopsopius	Athenian
mora	a delay, procrastination
mora2	a division of Spartan infantry (400 or 700 men)
moralis	of morals, moral, ethical
morans	delaying, reluctant
morator	a delayer, hinderer
moratus	belated, delayed, lingering
moratus2	mannered, of morals
morbosus	debauched
morbus	sickness, disease, disorder, distemper, ailment, illness, malady
mordaciter	bitingly
mordax	biting, given to biting, snappish
mordeo	to bite, bite into
mordicus	by biting, with bites, with the teeth
moretum	a rustic dish made of garlic, rue, vinegar, oil, etc
moribundus	dying, at the point of death, moribund
moriens	dying, failing, sinking
morigeror	to comply with, gratify, humor, yield
morigerus	compliant, yielding, accommodating, obliging
morior	to die
moriturus	P. of morior
mormyr	a fish of Pontus
moror	to delay, tarry, stay, wait, remain, linger, loiter
morose	peevishly, captiously, morosely
morositas	peevishness, fretfulness, moroseness
morosus	wayward, peevish, fretful, capricious, captious, hypercritical
mors	death
morsum	a bit, little piece
morsus2	a biting, bite
mortalis	subject to death, destined to die, mortal
mortalitas	subjection to death, mortality
mortarium	a mortar
mortifer	death-bringing, deadly, fatal, destructive
mortuus	dead
morum	a mulberry
morus	foolish, silly
morus2	a mulberry-tree
mos	custom, habit; (pl.) character
motio	a moving, motion, removing
moto	to keep moving, stir, agitate
motus2	moving, motion; uprising, rebellion
movendus	P. of moveo
movens	movable, portable
moveo	to move; disturb
mox	soon, anon, directly, presently, by and by
mucidus	mouldy, musty
mucro	a sharp point, edge, sword’s point
mucus	snivel, mucus
mugiens	P. of mugio. Plur. as subst, lowers, cattle
mugilis	a sea-fish (perh. the mullet)
muginor	to ponder, brood, hesitate
mugio	to low, bellow
mugitus	a lowing, bellowing
mula	a she-mule, mule
mulceo	to stroke, graze, touch lightly, fondle
mulciber	a surname of Vulcan
mulco	to beat, cudgel, maltreat, handle roughly, injure
mulctra	a milking-pail, milkpail
mulctrarium	a milking-pail
mulctrum	a milking-pail
mulgeo	to milk
muliebris	of a woman, womanly, feminine
muliebriter	in the manner of a woman, like a woman
mulier	woman, female
mulierarius	of a woman, hired by a woman
muliercula	a little woman
mulierositas	an excessive fondness for women
mulierosus	devoted to women
mulinus	of a mule
mulio	a mule-keeper, muledriver, muleteer
mulionius	of a mule-driver
mullus	a mullet, barbel
mulsum	honey-wine, mead, wine mixed with honey
multa	a money penalty, fine, amercement
multa2	much, very, exceedingly, greatly, earnestly
multaticius	of fines, of a fine
multatio	a penalty, amercement, fine
multicavus	manyholed, spongy
multicia	a soft dress, delicate garment
multifariam	on many sides, in many places
multifidus	many-cleft, divided into many parts
multiformis	manyshaped, multiform, manifold
multiforus	pierced with many holes
multiiugus	yoked many together
multimodis	in many ways, variously
multiplex	with many folds, much-winding
multiplicabilis	manifold
multiplico	to multiply, increase, augment
multitudo	great number, multitude, crowd, throng
multivolus	of many desires
multo	by much, much, a great deal, far, by far
multo2	to punish
multum	much, very much, greatly, very, often, frequently, far
multus	much (in comparisons), by far
multus	much, many
mulus	a mule
mundanus	a citizen of the world, cosmopolite
munditia	cleanliness, neatness, elegance, fineness
mundus	clean, neat, elegant
mundus2	 toilet ornament, decoration, dress; cosmos, universe
muneror	to give, bestow, present, honor, reward
munia	duties, functions, official duties
municeps	an inhabitant of a free town, burgher, citizen
municipalis	of a municipality, municipal
municipium	a free town, town whose people were Roman citizens, governed by their own laws and magistrates
munifice	bountifully, munificently
munificentia	bountifulness, liberality, generosity
munificus	bountiful, liberal, generous, munificent
munimen	a defence, fortification, rampart, enclosure
munimentum	a defence, fortification, intrenchment, rampart, bulwark, protection
munio	to wall, defend with a wall, fortify, defend, protect, secure, strengthen
munitio	a defending, fortifying, protecting
munito	to make passable, open
munitor	a fortifier, engineer, miner
munitus	defended, fortified, protected, secured, safe
munus	service, office, post, employment, function, duty
munusculum	a small gift, trifling present
muraena	a murena (a sea-fish; a delicacy)
muralis	of a wall, wall-, mural
murcia	Venus as goddess of sloth
murex	the purple-fish (a prickly shellfish)
muria	brine, pickle
murmur	a murmur, murmuring, hum, roar, growling, grumbling, crash
murmuro	to murmur, mutter, roar
murra	the myrrh-tree, an Arabian tree, of which myrrh was the sap
murreus	anointed with myrrh, perfumed
murreus2	of fluorspar
murrina	vessels of fluor-spar
murteta	a myrtlewood, grove of myrtles
murus	a wall, city wall
mus	a mouse
musa	a muse, one of the nine Muses (goddesses of poetry, music, and all liberal arts)
musca	a fly
muscipulum	a mousetrap
muscosus	full of moss, mossy
musculus	a little mouse
muscus	moss
musica	the art of music, music (including poetry)
musicus	of music, musical
mussito	to mutter, grumble
musso	to speak low, mutter, murmur, grumble
mustaceum	a must-cake, wedding-cake
mustela	a weasel
mustelinus	of a weasel, weasel-
mustum	fresh grape-juice, unfermented wine, must
mutabilis	changeable, mutable
mutabilitas	changeableness, mutability
mutatio	a changing, change, alteration, mutation
mutatus	different, successive
mutilo	to cut off, lop off, cut short, clip, crop, maim, mutilate
mutilus	maimed, mutilated
muto	to move, move away, remove; change
muto2	the penis
muttio	to mutter, mumble, speak low
mutuatio	a borrowing
mutuatus	P. of mutuor
mutue	mutually, in return
mutuo	mutually, in return
mutuor	to borrow, obtain as a loan
mutus	dumb, mute, speechless, without speech
mutuum	a loan
mutuus	borrowed, lent; reciprocal, mutual
myoparo	a small warship, privateer
myrica	the tamarisk (a shrub)
myrmillo	a gladiator, with Gallic arms and a mormyr on the crest
myrteus	of myrtles, myrtle-
myrtum	the fruit of the myrtle, myrtle-berry
myrtus	a myrtle, myrtle-tree
mystagogus	a guide to mysteries, verger, valet de place
mysterium	a secret service, secret rite, secret worship, divine mystery
mystes	a priest of the mysteries
mysticus	of secret rites, mystic, mystical
nabataeus	Nabataean, (poet.) Eastern, Arabian, oriental
nablium	a harp, Phoenician harp
nactus	P. of nanciscor
naevus	a birth-mark, mole, wart
nais	a water-nymph, Naiad
nam	for, because
namque	I. An explanation, for, and in fact
nanciscor	to get, obtain, receive, meet with, stumble on, light on, find
nans	P. of 1 no
nanus	a dwarf
napaeae	the dell-nymphs
narcissus	the narcissus
nardum	nard, nard-balsam, nard-oil
nardus	an Indian plant yielding nard-oil
naris	a nostril; pl. nose
narrabilis	that may be related
narratio	a relating, narrating, narration, narrative
narrator	a relater, narrator, historian
narratum	that which has been told
narratus2	a narration, narrative
narro	to make known, tell, relate, narrate, report, recount, set forth
narthecium	an ointmentbox, medicine-chest
nascens	arising, young, immature
nascor	to be born
nassa	a weel, wickertrap for fish
nasturcium	a kind of cress
nasus	the nose
nasutus	with a large nose, largenosed
nata	daughter
natalicius	of the hour of birth, of a birthday, natal
natalis	of birth, birth-, natal
natans	a swimmer, fish
natatio	a swimming, exercise in swimming
natator	a swimmer
natio	a birth, origin
natis	the rump, buttocks
nativus	that has arisen by birth, born
nato	to swim, float
natrix	a water-snake
natura	nature
naturalis	natural, by birth, one’s own
naturaliter	naturally, conformably to nature, by nature
natus	son, child
natus2	birth, age, years
nauarchus	a ship-master, captain
naucum	a nutshell, trifle
naufragium	a shipwreck
naufragus	that suffers shipwreck, shipwrecked, wrecked
naulum	boat-fare, boathire
nausea	sea-sickness
nauseo	to be sea-sick
nauseola	squeamishness
nauta	a sailor, seaman, mariner, boatman
nauticus	of ships, of sailors, ship-, naval, nautical
navale	dock, dockyard
navalis	of ships, ship-, nautical, naval
nave	diligently, zealously
navicula	a small vessel, boat, skiff
navicularius	of a small vessel
navifragus	causing shipwrecks, dangerous
navigabilis	navigable
navigatio	a sailing, navigation, voyage
navigium	a vessel, ship, bark, boat
navigo	to sail, cruise
navis	ship
navita	a sailor, seaman, mariner
navitas	promptness, assiduity, zeal
naviter	diligently, actively, zealously
navo	to do zealously, perform diligently, accomplish, effect, prosecute
navus	busy, diligent, assiduous, active
naxa	see nassa
ne	not, that not, so that not
ne2	enclitic interrogative particle
ne3	really, indeed (only with pron pers. or demonst.)
nebula	mist, vapor, fog, smoke, exhalation
nebulo	a paltry fellow, idler, scamp
nebulosus	full of vapor, foggy, cloudy, dark
nec	and not, also not, nor
necdum	(and) not yet
necessarie	unavoidably
necessario	unavoidably, inevitably
necessarius	unavoidable, inevitable, indispensable, pressing, needful, requisite, necessary, compulsory
necesse	unavoidable, inevitable, indispensable, necessary
necessitas	unavoidableness, inevitableness, necessity, compulsion, force, exigency
necessitudo	necessity, compulsion, inevitableness, want, need, distress
necessum	old for necesse
necessus	a necessity
necne	or not, in the second part of an indirect alternative question
neco	to kill, slay, put to death, destroy
necopinans	not expecting, unaware
necopinato	unexpectedly
necopinatus	unexpected
necopinus	unexpected
nectar	nectar, drink of the gods
nectareus	of nectar, nectared
necto	to bind, tie, fasten, join, fasten together, connect
necubi	that nowhere, lest anywhere
necunde	that from no place, lest from anywhere
nedum	conj, by no means, much less, still less, not to speak of
nefandus	unmentionable, impious, heinous, execrable, abominable
nefarie	impiously, execrably, abominably
nefarius	impious, execrable, abominable, nefarious
nefas	indecl, something contrary to divine law, an impious deed, sin, crime
nefastus	contrary to religion, irreligious, impious
negans	P. of nego
negantia	a denying, negation
negatio	a denial, negation
negatum	a forbidden thing
negito	to deny steadfastly, persist in denying
neglectio	a neglecting
neglectus	neglected, slighted, despised
neglectus2	a neglecting, neglect
neglegens	heedless, careless, unconcerned, indifferent, negligent, neglectful
neglegenter	heedlessly, carelessly, negligently
neglegentia	carelessness, heedlessness, negligence, neglect
neglego	to disregard, not heed, not trouble oneself about, not attend to, slight, neglect, be regardless of, be indifferent to
nego	to say … not; deny
negotialis	of business, of affairs
negotians	a wholesale dealer, trader, banker, business man
negotiatio	a wholesale business, banking business
negotiator	a wholesale dealer, merchant, banker, factor
negotiolum	a little business, small matter
negotior	to carry on business, do wholesale business, act as banker
negotiosus	full of business, busy
negotium	business, employment, occupation, affair
nemetes	Nemetians
nemo	no one
nemoralis	of a grove, in a wood, sylvan
nemorensis	of the grove of Diana, near Aricia
nemoricultrix	forest-haunting
nemorivagus	wandering in the woods
nemorosus	full of woods, woody
nempe	certainly, without doubt, assuredly, of course, as everybody knows
nemus	a tract of woodland, forest pasture, meadow with shade, grove
nenia	a funeral song, song of lament, dirge
neo	to spin
nepa	a scorpion. The Scorpion
nepos	a grandson, child’s son
neptis	a granddaughter
neptunius	of Neptune, Neptunian
neptunus	Neptune, god of the sea, son of Saturn and brother of Jupiter
nequam	indecl. with comp. nequior, and sup. nequissimus, worthless, good for nothing
nequaquam	in no wise, by no means, not at all
neque	and not, nor
nequeo	not to be able, to be unable, cannot
nequior	comp. of nequam
nequiquam	in vain, to no purpose, fruitlessly
nequissimus	sup. of nequam
nequiter	worthlessly, wretchedly, badly, miserably, meanly
nequitia	bad quality, worthlessness, inefficiency, vileness, wickedness
nerthus	Mother Earth (a goddess of the Germans)
nervose	strongly, vigorously, energetically
nervosus	sinewy, nervous
nervulus	nerve, vigor
nervus	a sinew, tendon, muscle
nesciens	ignorant, unaware
nescio	not to know
nescius	unknowing, unaware
nestor	a mythical king of Pylus, who outlived three generations
neuter	neither the one nor the other, neither
neutiquam	by no means, in no wise, not at all
neutro	to neither side, in neither direction
neve	and not, nor, and that not, and lest
nex	death, violent death, murder, slaughter
nexilis	tied up, bound together
nexo	to twine, coil
nexum	a bond secured upon the personal liberty of the debtor, voluntary assignment of the person for debt, slavery for debt
nexus	imprisoned
nexus2	a binding together, fastening, joining, interlacing, entwining, clasping
ni	not
niceterium	a prize of victory
nidor	a vapor, steam, smell, fume (from something burned)
nidulus	a little nest
nidus	a nest
niger	black, sable, dark, dusky
nigrans	black, dark, dusky
nigresco	to become black, grow dark
nigror	blackness
nihil	not at all
nihil	nothing
nihildum	indecl, nothing as yet
nihilominus	none the less, just as much
nil	nothing
niliacus	of the Nile, Egyptian
niligena	born on the Nile, Egyptian
nilum	not a shred, nothing
nilus	the Nile, the river of Egypt
nimbifer	storm-bringing, stormy
nimbosus	stormy, rainy
nimbus	a rain-storm, pouring rain, thick shower
nimio	by far, excessively
nimirum	without doubt, doubtless, indisputably, certainly, surely, truly
nimis	beyond measure, too much, overmuch, excessively, too
nimium	too much, too
nimius	beyond measure, excessive, too great, too much
ningit	it snows
nisi	if not, unless
nisus2	a pressing upon, pressure, push, striving, exertion, labor, effort
nitedula	a small mouse, dormouse
nitens	shining, glittering, brilliant, bright
nitens2	P. of nitor
niteo	to shine, look bright, glitter, glisten
nitesco	to begin to shine, shine forth, glitter
nitidus	shining, glittering, bright, polished, clear
nitor	to bear upon, press upon, lean, support oneself
nitor2	brightness, splendor, lustre, sheen
nitrum	native soda, natron
nivalis	of snow, snowy, snow-
nive2	abl. of nix
niveus	of snow, snowy, snow-
nivit	it snows
nivosus	full of snow, snowy
nix	snow
nixor	to lean upon, strive, endeavor
nixus2	pains, throes, travail
no	to swim, float
nobilis	that is known, well-known, famous, noted, celebrated, renowned
nobilitas	celebrity, fame, renown
nobilito	to make known, render famous, make renowned
nocens	hurtful, harmful, pernicious, baneful, injurious
noceo	to do harm, inflict injury, hurt
nocivus	hurtful, injurious, noxious
noctifer	the eveningstar
noctiluca	that shines by night
noctivagus	night-wandering, that wanders by night
noctu	in the night, at night, by night
noctua	a night-owl, owl
noctuabundus	in the night-time, by night
nocturnus	of night, by night, nocturnal
nocuus	hurtful, injurious
nodo	to furnish with knots, tie in a knot
nodosus	full of knots, knotty
nodus	a knot
noenum	not
nolo	not to want, to be unwilling
nomas	Prop., a herdsman, nomad; hence, a Numidian
nomen	name
nomenclator	one who calls by name, a monitor
nominatim	by name, expressly, especially, particularly, one by one, in detail
nominatio	a naming, designation, nomination
nominatus	famed, renowned, celebrated
nomino	to call by name, name, give a name to
nomisma	a piece of money, coin
non	not, by no means, not at all
nona	see nonus
nonacrinus	of Nonacris (a mountain of Arcadia); hence, Arcadian
nonae	the Nones, ninth day before the ides
nonagesimus	the ninetieth
nonagiens	ninety times
nonaginta	num, ninety
nonanus	of the ninth legion
nondum	not yet
nongenti	num, nine hundred
nonne	interrog. In a direct question, not? (expecting an affirmative answer)
nonnullus	some, several
nonnumquam	sometimes, a few times
nonus	the ninth
nonusdecimus	num ord., the nineteenth
norma	a measure, standard
nortia	an Etruscan goddess of Fortune
noscito	to know recognize
nosco	to get to know, learn
noster	our, ours
nostras	of our country, native
nostri2	gen. plur. of ego
nota	a means of recognition, mark, sign, stamp, impression
notabilis	noteworthy, conspicuous, extraordinary, memorable, notable
notabiliter	remarkably, notably
notatio	a marking, noting
notatus	marked, known, noted
notesco	to become known
nothus	illegitimate, born out of wedlock (of a known father)
notio	a becoming acquainted, examination, investigation, inquiry
notitia	a being known, celebrity, note, fame
noto	to mark, designate with a mark
notus	known
notus	the south wind
notus2	the south wind
novacula	a sharp knife, razor
novalis	ploughed anew, ploughed for the first time
novatrix	she who renews, a renovator
novellus	young, new
novem	num, nine
november	of nine, ninth
novendialis	of nine days, that lasts nine days, a nine-days’ festival
noveni	nine each, nine
novensiles	newly settled
noverca	a step-mother, stepdame
novercalis	of a step-mother
novi	perf. of nosco
novicius	new in kind, new
noviens	nine times
novissime	very recently, of late
novissimus	sup. of novus
novitas	newness, novelty
novo	to make new, renew, renovate
novum	Novum Comum; Comum, current-day Cuomo, as rebuilt by Caesar
novus	new; strange
nox	night
noxa	hurt, harm, injury
noxia	hurt, harm, damage, injury
noxius	hurtful, harmful, injurious, noxious
nubecula	a little cloud
nubes	a cloud, mist, vapor
nubifer	cloudbearing
nubigena	cloud-born
nubila	clouds, rain-clouds
nubilis	marriageable
nubilus	cloudy, overcast, lowering, cloud-bringing
nubo	to veil oneself, be married, marry, wed
nudatus	P. of nudo
nudius	it is now the third day
nudo	to make naked, strip, bare, lay bare, expose, uncover
nudus	naked, bare, unclothed, stripped, uncovered, exposed
nugae	jests, idle speeches, trifles
nugator	a jester, joker, babbler, trifler, braggart, swaggerer
nugatorius	trifling, worthless, useless, futile
nugor	to jest, trifle, play the fool, talk nonsense
nullus	not any, no
num	surely not?; whether
numcubi	have you ever?
numen	a nod; divine will
numerabilis	that can be counted
numeratus	counted out, paid down, in ready money, in cash
numero	to count, enumerate, reckon, number, take account of
numerose	rhythmically, melodiously
numerosus	in full number, numerous, manifold
numerus	number
numida	a nomad; esp., a Numidian
nummarius	of money, money-, pecuniary
nummatus	moneyed, rich
nummulus	a bit of money, coin
nummus	a piece of money, coin, money
numnam	really? (LS sv num)
numquam	never
numqui	interrog, in any way? at all?
numquid	interrog. In a direct question, a strengthened num
numquis	anybody?
nunc	now
nunciam	at once, immediately
nuncubi	see numcubi
nuncupatio	a public pronunciation, open assumption
nuncupo	to call by name, call, name
nundinae	the ninth day, market-day, fair-day, weekly market
nundinatio	a trading, bargaining, chaffering, buying and selling
nundinor	to hold market, trade, traffic
nuntia	a female messenger, she that brings tidings
nuntiatio	a declaration, announcement
nuntio	to announce, declare, report, relate, narrate, make known, inform, give intelligence of
nuntium	message (see nuntius)
nuntius	messenger, message
nuper	newly, lately, recently, freshly, not long ago, just
nupta	a bride, wife
nuptiae	a marriage, wedding, nuptials
nuptialis	of a marriage, wedding-, nuptial
nuptus	P. of nubo
nurus	a daughter-in-law
nusquam	nowhere, in no place
nuto	to nod
nutricius	a bringer-up, tutor
nutricor	to nourish, sustain
nutricula	a nurse
nutrimen	nourishment
nutrimentum	nourishment, support
nutrio	to suckle, nourish, feed, foster, bring up, rear
nutrior	to cherish, cultivate
nutrix	a wet-nurse, nurse
nutus	a nodding, nod
nux	a nut
nyctelius	a surname of Bacchus
nympha	a bride, mistress, young woman; nymph, demi-goddess inhabiting water or other natural parts
nōs	we, us
o	O! oh!
ob	on account of (+ acc.)
ob	towards, against (+ acc.)
obaeratus	involved in debt
obambulo	to walk before, go around
obarmo	to arm
obaro	to plough around, plough up
obdo	to put against, shut, close, fasten
obdormisco	to fall asleep
obduco	to draw before, draw forward, bring over
obductio	a covering, enveloping
obductus	overspread, clouded, gloomy
obduresco	to grow hard
obduro	to be hard, hold out, persist, endure
obeliscus	an obelisk
obeo	to go, go to meet; meet death: die
obequito	to ride towards, ride up to
oberro	to wander among, ramble about
obesus	that has eaten, fat, stout, plump
obex	a bolt, bar, barrier, wall
obgannio	to snarl at
obiacens	lying before, lying near, in the way
obicio	to throw before, throw to, cast, offer, present, expose
obiectatio	a reproach
obiecto	to set against, oppose
obiectus	lying before, opposite
obiectus2	a putting against, opposing
obiratus	angered, angry
obiter	on the way, while travelling
obitus	an approach, visit
obiurgatio	a chiding, reproof, rebuke, scolding, remonstrance
obiurgator	a chider, scold
obiurgatorius	chiding, scolding
obiurgo	to chide, scold, blame, rebuke, reprove
oblanguesco	to become feeble, languish
oblatus	P. of offero
oblectamen	a delight
oblectamentum	a delight, pleasure, amusement
oblectatio	a delighting, delight
oblecto	to delight, divert, entertain, amuse, interest
oblido	to squeeze together, compress
obligatio	an engaging, pledging, obligation
obligo	to bind up, bandage, swathe
oblimo	to cover with mud, deluge, besmear
oblino	to daub, smear over, bedaub, besmear
oblique	athwart, obliquely
obliquo	to turn aside, twist, turn awry
obliquus	sidelong, slanting, awry, oblique, crosswise
oblitesco	to hide, conceal oneself
oblittero	to blot out, erase
oblitus2	forgetful, unmindful, not remembering
oblivio	a being forgotten, forgetfulness, oblivion
obliviosus	that easily forgets, forgetful, oblivious
obliviscor	to forget
oblivium	forgetfulness, oblivion
oblongus	more long than wide, oblong
obloquor	to speak against, interrupt, contradict, rail at, abuse
obluctor	to struggle against, contend with, oppose
obmolior	to push before, throw up before (as a defence or obstruction)
obmurmuro	to murmur against
obmutesco	to become dumb, lose one’s speech, be silent
obnatus	growing on, growing over
obnitor	to bear upon, press against, struggle with, strain at
obnixe	with all one’s strength, strenuously, obstinately
obnixus	strenuous, firm, resolute
obnoxie	slavishly, timidly
obnoxius	liable, addicted, guilty
obnubilus	clouded over
obnubo	to veil, cover
obnuntiatio	an announcement of an adverse omen, evil interpretation
obnuntio	to tell, report, announce (of bad news)
oboediens	obedient, subject, compliant
oboedienter	obediently, willingly, submissively
oboedientia	obedience
oboedio	to give ear, hearken, listen
obolus	a small Greek coin, a sixth of a drachma (about three cents, or three halfpence)
oborior	to arise, appear, spring up
obrepo	to creep up, approach stealthily, steal upon, come suddenly upon, surprise
obrigesco	to stiffen, become stiff
obrogo	to repeal by implication, supersede, invalidate by a new law
obruo	to overwhelm, overthrow, cover, cover over, hide, bury
obrussa	a test, touchstone, proof
obrutus	P. of obruo
obsaepio	to hedge in, fence in, close, render impassable
obsaturo	to sate, cloy
obscene	immodestly, indecently, obscenely
obscenitas	moral impurity, foulness, unchastity, lewdness, obscenity
obscenus	of adverse omen, ill-omened, ill-boding, inauspicious, ominous, portentous
obscuratio	a darkening, obscuring
obscure	darkly, obscurely
obscuritas	darkness, obscurity, indistinctness, uncertainty
obscuro	to render dark, darken, obscure
obscurus	dark, darksome, dusky, shady, obscure
obsecratio	a beseeching, imploring, supplication, entreaty
obsecro	to beseech, entreat, implore, supplicate, conjure
obsecundo	to comply, humor, yield, be accommodating
obsequens	yielding, compliant, obsequious, accommodating
obsequenter	compliantly, obsequiously
obsequentia	complaisance, obsequiousness
obsequium	compliance, yieldingness, complaisance, indulgence
obsequor	to comply, yield, gratify, humor, submit, be accommodating
obsero	to bolt, bar, fasten, shut up
obsero2	to sow, plant
observans	watchful, attentive, respectful
observantia	attention, respect, regard, reverence
observatio	a watching, observance, investigation
observito	to watch carefully, observe closely
observo	to watch, note, heed, observe, take notice of, attend to
obses	a hostage
obsessio	a blocking up, be sieging, blockade
obsessor	a frequenter, haunter, resident
obsessus	P. of obsideo
obsideo	to sit, stay, remain, abide
obsidialis	of a siege
obsidio	a siege, investment, blockade
obsidium	a siege, blockade
obsidium2	the condition of a hostage, hostageship
