id	gloss	lemma_id
6824	to rise on end, stand erect, bristle up, grow rough	21466
6825	a storehouse, barn, granary, magazine, cellar	21467
6826	terrible, fearful, dreadful, horrible	21468
6827	roughly, savagely, severely, sternly	21471
6828	roughish, rugged, rude	21472
6829	standing on end, rough, shaggy, bristly, prickly	21473
6830	that causes trembling, exciting terror, terrible, dreadful, horrible	21474
6831	to ruffle, make rough	21476
6832	exciting terror, dreadful, frightful	21477
6833	resounding terribly	21480
6834	a shaking, trembling, shudder, chill	21481
6835	hitherwards, hither, this way	21482
6836	an incitement, encouragement, exhortation	21484
6837	an incitement, encouragement	21485
6838	an encouragement, exhortation	21487
6839	an inciter, encourager, exhorter	21489
6840	incitement, encouragement, exhortation	21492
6841	to urge, press, incite, instigate, encourage, cheer, exhort	21499
6842	a little garden	21502
6843	a garden, pleasure-garden	21503
6844	an entertainer, host	21505
6845	she who entertains, a hostess	21506
6846	of a guest, of a host, hospitable	21509
6847	hospitality	21510
6848	hospitably, as a guest	21511
6849	a hospitable reception, entertainment	21514
6850	hospitable, friendly	21517
6851	an animal sacrificed, victim, sacrifice	21518
6852	of an enemy, hostile	21521
6853	hostile	21523
6854	of an enemy, enemy’s, hostile	21525
6855	like an enemy, inimically	21527
6856	enemy, stranger	21531
6857	to this place, hither	21535
6858	(huc+-ne); see huc	21536
6859	interj., an exclamation of astonishment or admiration, hah! ho! oh!	21537
6860	of this sort, of such a nature; see modus	21538
6861	humanly, agreeably to human nature, as becomes humanity	21541
6862	human nature, humanity	21543
6863	humanly, like a man, as becomes a man	21544
6864	humanly, after the manner of men	21545
6865	of man, human	21548
6866	a burial	21549
6867	on the ground, to the ground	21551
6868	low, lowly, small, slight	21556
6869	lowness, small stature, depression	21557
6870	basely, meanly, abjectly, humbly	21558
6871	sup. of humilis	21560
6872	to cover with earth, inter, bury	21561
6873	the earth, ground, soil	21562
6874	(old acc. hunce+-ne); see 1 hic	21563
6875	of the hyacinth	21567
6876	the hyacinth, blue iris	21569
6877	a hyena	21571
6878	glass	21575
6879	a mongrel, halfbreed, child of a Roman and an Asiatic	21584
6880	a water-serpent	21589
6881	a water-organ	21599
6882	a jug, ewer, urn	21604
6883	dropsical	21620
6884	the dropsy	21623
6885	a water-serpent, serpent, snake	21626
6886	of or pertaining to Hyllus, son of Heracles; Hyllei	21640
6887	son of Heracles	21641
6888	the god of marriage, god of weddings, Hymen (only nom sing.)	21643
6889	the nuptial hymn, wedding song	21644
6890	the god of marriage, god of weddings, Hymen	21645
6891	northern, polar, arctic	21683
6892	an under-teacher	21713
6893	I. The vowel whose short and long sounds are heard in the English word deceit	21761
6894	Bacchus	21763
6895	prostrate, fallen	21765
6896	to lie, be recumbent, be prostrate, lie at rest	21766
6897	to throw, cast, fling, hurl	21768
6898	boastful, vainglorious	21772
6899	ostentatiously, boastfully	21773
6900	a boasting, display, ostentation	21774
6901	a tossing, shaking agitation, motion	21776
6902	a throwing to and fro, tossing	21779
6903	to make a show of, display	21781
6904	to throw, cast, hurl	21782
6905	a throwing, throwing away, throwing overboard	21783
6906	a throwing, casting, hurling, throw, cast	21785
6907	to be hurled, fit for throwing	21786
6908	a thrower, caster, hurler	21789
6909	a javelin thrower, huntress	21791
6910	to throw, cast, hurl	21793
6911	a dart, javelin	21794
6912	now, already	21800
6913	iambic	21802
6914	an iambic foot, iambus	21806
6915	one of the hills of Rome, site of the mythical citadel of Janus	21815
6916	a door-keeper, porter, janitor	21817
6917	a door, house-door	21824
6918	of Janus; January	21827
6919	an old Italian deity, good of doors, passages, and entrances, of all beginnings, and of the month of January	21829
6920	of the Iapydes (in Illyria)	21838
6921	of Iapyx, Iapygian, Apulian, Calabrian	21839
6923	a green precious stone, jasper	21853
6924	imperf. of eo	21864
6925	in that place, there	21866
6926	in the same place, in that very place, just there, on the spot	21867
6927	the ibis (a water-bird of Egypt)	21868
6928	fut. of eo	21869
6929	an Egyptian rat, ichneumon	21882
6930	to strike, hit, smite, stab, sting	21889
6931	jaundiced	21898
6932	a blow, stroke, stab, cut, thrust, bite, sting, wound	21901
6933	on that account, for that reason, therefore	21908
6934	the same	21912
6935	again and again, repeatedly, often, now and then, at intervals, ever and anon, continually, constantly, habitually	21913
6936	for that reason, on that account, therefore	21914
6937	an uneducated man, ignorant person, layman, outsider	21916
6938	fitly, suitably	21929
6939	fit, meet, proper, becoming, suitable, apt, capable, convenient, sufficient	21931
6940	the ides, middle of the month (the fifteenth day of March, May, July, and October; the thirteenth of every other month)	21937
6941	a little liver	21945
6942	meagrely	21948
6943	a fasting	21950
6944	a fasting, fast-day, fast	21951
6945	with comp, fasting, abstinent, hungry	21953
6946	therefore	21963
6947	ignorant, not knowing, unacquainted with, unskilled in, inexperienced, unaware	21964
6948	sluggishly	21965
6949	inactivity, laziness, idleness, sloth, listlessness, cowardice, worthlessness	21967
6950	inactive, lazy, slothful, idle, sluggish, listless, without spirit, cowardly, dastardly	21969
6951	to take fire, become inflamed, burn, kindle	21972
6952	of fire, fiery, on fire, burning, burning-hot	21973
6953	a little flame, spark	21977
6954	firebearing, fiery	21978
6955	the fire-born, son of fire	21980
6956	fiery-footed	21984
6957	potent in fire, ruler of fire	21985
6958	fire	21986
6959	unknown, unrenowned, undistinguished, obscure	21992
6960	want of fame, obscurity	21993
6961	disgrace, dishonor, ignominy	21994
6962	disgraceful, shameful, ignominious	21996
6963	unknown	21997
6964	not knowing, ignorant	21998
6965	want of knowledge, unacquaintance, ignorance	22000
6966	want of knowledge, unacquaintance, ignorance	22001
6967	undetected, unperceived	22002
6968	not to know, to be unacquainted, be ignorant, mistake	22003
6969	forgiving, placable	22004
6970	to pardon, forgive, excuse, overlook, allow, indulge, make allowance	22007
6971	unknown, unrecognized, unfamiliar; ignorant	22009
6972	see ilia	22017
6973	an oak, holm-oak, great scarlet oak	22024
6974	the abdomen below the ribs, groin, flanks	22025
6975	of Ilium, Ilian, Trojan	22026
6976	pertaining to colic; colic sufferer	22026
6977	let us go, have done	22029
6978	in that very place, on the spot, there	22032
6979	of holm-oak, oaken	22035
6980	Ilium, Troy	22038
6981	Troy	22042
6982	see ilia	22043
6983	Trojan	22044
6984	in that way, in that direction, there	22045
6985	that way, on that side, there	22050
6986	that	22070
6987	enticement	22071
6988	unmannerly, rude, disagreeable	22080
6989	there, therein	22083
6990	undiminished, unimpaired	22085
6991	ignoble, ungenerous, vulgar, sordid, mean, disobliging	22086
6992	meanness, stinginess	22087
6993	ignobly, ungenerously, meanly	22088
6994	he, she, it yonder, that	22090
6995	in that place, there	22091
6996	entice	22093
6997	to allure, entice, attract, seduce, inveigle, decoy	22093
6998	a shambidder, bidder-in, mock-purchaser	22094
6999	not allowed, unlawful, illicit	22095
7000	to dash against, push against	22097
7001	to bind on, tie on, fasten, attach	22100
7002	from that place, thence	22101
7003	without mud	22103
7004	from that place	22105
7005	to smear over, spread upon, lay on	22107
7006	unlettered, unlearned, without culture, inelegant	22111
7007	to that place, thither	22113
7008	thither	22114
7009	to that place	22119
7010	to light up, make light, illuminate	22147
7011	Illyrian	22157
7012	seeming, fancied	22172
7013	a fancy, imagination	22173
7014	to picture to oneself, fancy	22177
7015	full of fancies	22178
7016	an imitation, copy, image, representation, likeness, statue, bust, picture	22179
7017	weakly, feebly	22183
7018	helplessness, imbecility, weakness, feebleness	22185
7019	with comp, weak, feeble	22187
7020	unwarlike, unfit for war, peaceful, fond of peace	22189
7021	a rain, heavy rain, violent rain, shower, pouring rain	22190
7022	without a beard, beardless	22191
7023	without a beard, beardless	22192
7024	to drink in, imbibe, conceive, form. Only fig	22193
7025	a hollow tile, guttertile, pantile, leader	22198
7026	rain-bringing, raing	22205
7027	to wet, moisten, soak, steep, saturate	22210
7028	that may be imitated, imitable	22213
7029	an imitation, likeness, image	22214
7030	an imitation, copy	22215
7031	a copying, imitation	22216
7032	an imitator, copyist, mimic	22218
7033	she that imitates	22220
7034	fictitious	22221
7035	to imitate, act like, copy after, seek to resemble, counterfeit, mimic	22223
7036	to become wet	22228
7037	frightfully, fiercely, savagely	22230
7038	monstrous, enormous, immense, huge, vast	22234
7039	monstrous size, hugeness, vastness, excess	22235
7040	untamed, wild, savage	22236
7041	untimely haste	22239
7042	untimely, unripe, immature, premature	22240
7043	incurable	22241
7044	unmindful, not thinking, forgetful, regardless, negligent, heedless	22245
7045	unmentioned, untold	22248
7046	immeasurableness, immensity	22251
7047	a boundless extent, vastness, immensity	22252
7048	without end, exceedingly, immensely	22253
7049	immeasurable, boundless, endless, vast, immense	22256
7050	undeserving, innocent	22258
7051	to dip, plunge, sink, immerse, submerge	22259
7052	undeservedly, unjustly, without cause	22260
7053	undeserving, guiltless, innocent, without fault	22261
7054	not to be sunk, unconquerable	22262
7055	P. of immergo	22264
7056	measureless, vast	22265
7057	to remove, migrate, change abode	22266
7058	to project over, lean towards, hang down over, overhang, overarch	22268
7059	to lessen, diminish	22269
7060	a lessening, weakening, impairing, injuring	22270
7061	weak	22271
7062	to mix in, intermix, intermingle, blend	22272
7063	unpitied	22273
7064	unmercifully	22275
7065	pitiless, merciless	22276
7066	a letting grow, letting alone	22279
7067	a letting in, admission	22280
7068	not mellow, harsh, unripe, sour	22283
7069	to send in, let in, throw into, admit, introduce	22284
7070	P. of immisceo	22285
7071	no indeed, by no means, on the contrary, nay, in reality: An	22286
7072	immovable	22287
7073	without measure, by no rule	22290
7074	want of moderation, excess	22291
7075	boundless, immeasurable	22292
7076	immoderately, shamelessly	22293
7077	intemperate conduct, insubordination	22294
7078	unrestrained, excessive, shameless	22295
7079	beyond measure, excessively	22296
7080	beyond bounds, enormous, huge	22297
7081	unrhythmical, inharmonious	22298
7082	a sacrificing, sacrifice	22300
7083	a sacrificer	22301
7084	P., built up, erected	22302
7085	to sprinkle with sacrificial meal; hence, to make a sacrifice, offer, sacrifice, immolate	22303
7086	to bite into	22304
7087	to die in, die upon, fall upon in death	22305
7088	P. of immordeo	22307
7089	undying, immortal	22309
7090	exemption from death, immortality, endless life	22310
7091	infinitely	22311
7092	unmoved, immovable, motionless	22313
7093	to bellow in, resound inwardly	22314
7094	to milk into	22315
7095	unclean, impure, dirty, fllthy, foul	22320
7096	to fortify	22322
7097	not bound, free from obligation, disengaged, unemployed	22323
7098	exemption from burdens, immunity, privilege	22324
7099	unfortified, undefended	22325
7100	to murmur at, murmur against	22326
7101	unchangeable, unalterable, immutable	22329
7102	unchangeableness, immutability	22330
7103	an interchange, substitution	22331
7104	P. of immuto	22334
7105	to change, alter, transform	22337
7106	not peaceable, warlike	22338
7107	P. of impingo	22341
7108	uneven, unequal, dissimilar	22348
7109	not ready, unprepared, unprovided, unfurnished	22350
7110	unequally	22355
7111	unfed, hungry	22360
7112	that cannot bear, intolerant, impatient, submissive	22361
7113	with impatience	22362
7114	impatience, incapacity	22363
7115	fearlessly, intrepidly	22365
7116	fearless, undaunted, intrepid, unterrified	22366
7117	a hinderance, impediment	22371
7118	to entangle, ensnare, shackle, hamper, hinder, hold fast	22372
7119	a hinderance, obstruction	22373
7120	hindered, embarrassed, obstructed, encumbered, burdened, impeded	22376
7121	I. To strike against, push, drive, smite, strike, reach	22378
7122	to hang over, overhang	22379
7123	by a great deal, very much	22380
7124	money laid out, outlay, cost, charge, expense	22382
7125	to weigh out, lay out, expend	22383
7126	not to be pierced, impenetrable	22384
7127	disbursement, expenditure, outlay, cost, charge, expense	22385
7128	exceedingly, greatly, very much, earnestly, eagerly, zealously	22387
7129	ample, considerate, great	22389
7130	a master, conqueror, ruler	22391
7132	of a general	22395
7133	she who commands, a mistress	22396
7134	a command	22397
7135	unperceived, undetected	22399
7136	not struck	22401
7137	not destroyed, not slain	22402
7138	unfinished, incomplete, imperfect, immature	22405
7139	unpierced	22406
7140	possessed of command, far-ruling, mighty, powerful, puissant	22411
7141	unskilfully, ignorantly, awkwardly	22412
7142	inexperience, ignorance, awkwardness	22413
7143	to command, govern, rule, be supreme	22414
7144	inexperienced, unversed, unfamiliar, not knowing, unacquainted with, unskilled, ignorant	22415
7145	power; command	22416
7146	by which no false oath is taken	22417
7147	unlawful, forbidden	22420
7148	to command, order, enjoin, bid, give an order	22422
7149	to share with, give a part, communicate, bestow, impart	22433
7150	to take as a partner, make a sharer in	22434
7151	favors, concessions	22435
7152	undisturbed, unruffled, calm	22439
7153	not to be traversed, impassable	22440
7154	violence, vehemence, force	22441
7155	insufferable, intolerable	22442
7156	to be obtained, attainable, practicable	22446
7157	an obtaining by request	22447
7158	to seek through omens, inquire for by auspices	22451
7159	to gain one’s end, achieve, bring to pass, effect, get, obtain, procure	22452
7160	attack, assault, onset	22454
7161	uncombed	22455
7162	irreligiously, undutifully	22459
7163	irreverence, ungodliness, impiety, disloyalty	22460
7164	not indolent, diligent, active, quick, unwearied, indefatigable, energetic	22462
7165	actively, quickly, readily	22463
7166	activity, indefatigableness	22464
7167	to dash against, throw on, thrust at, fasten upon	22468
7168	of persons, irreverent, ungodly, undutiful, unpatriotic, abandoned, wicked, impious	22471
7169	unappeasable, implacable, irreconcilable	22472
7170	implacably	22474
7171	unappeased, insatiable	22475
7172	ungentle, savage, fierce	22476
7173	to fill up, fill full, make full, fill	22484
7174	P. of impleo	22486
7175	interwoven, entwined	22488
7176	an interweaving	22490
7177	entangled, involved, confused	22492
7178	intricately	22494
7179	P. of implico	22496
7180	to infold, involve, entangle, entwine, inwrap, envelop, encircle, embrace, clasp, grasp	22497
7181	a call for help, imploring	22499
7182	to invoke with tears	22500
7183	without feathers, unfledged, callow	22502
7184	to rain upon	22503
7185	a small court open to the sky	22505
7186	without ornament	22506
7187	unpolished, rough, inelegant, unrefined	22508
7188	unstained	22509
7189	to place upon, set on, impose, establish, introduce, set, place	22510
7190	to bring in, introduce, bring from abroad, import	22515
7191	unsuitably, rudely, violently	22516
7192	unsuitableness, unfitness	22517
7193	unfit, unsuitable, inconvenient	22518
7194	without a harbor	22519
7195	P. of impono	22525
7196	powerless, impotent, weak, feeble, helpless	22532
7197	weakly, ineffectually	22533
7198	helplessness, weakness	22534
7199	for the present, under present circumstances, now	22541
7200	that has not breakfasted, fasting	22544
7201	to call down upon, imprecate	22546
7202	an onset, assault, attack, charge	22549
7203	unpressed, not milked	22551
7204	to press upon, press against	22554
7205	disapproval, blame	22557
7206	badly, wrongly, wickedly, recklessly	22559
7207	wickedness, depravity, dishonesty	22560
7208	to disapprove, blame, condemn, reject	22563
7209	somewhat wicked, a trifle impudent	22564
7210	not good, bad, wicked, reprobate, abandoned, vile, base, impious, bold, shameless, wanton	22565
7211	of small stature, undersized	22566
7212	not postponed	22568
7213	unready, hesitating	22571
7214	not hasty, lingering	22574
7215	unfortunate, unprosperous	22585
7216	unfortunately	22586
7217	recklessly, improvidently	22588
7218	not foreseeing, off guard	22590
7219	on a sudden, unexpectedly	22591
7220	not foreseen, unforeseen, unexpected	22593
7221	not foreseeing, not expecting, without knowing, unaware, unsuspecting, ignorant, inconsiderate, heedless, inadvertent	22594
7222	without foresight, ignorantly, inconsiderately	22595
7223	want of foresight, inconsiderateness, imprudence, ignorance, inadvertence	22596
7224	under age, youthful, beardless	22597
7225	without shame, shameless, impudent	22600
7226	shamelessly, impudently	22601
7227	shamelessness, impudence	22602
7228	shamelessness, immodesty, impurity	22604
7229	shameless, impudent, without modesty	22605
7230	an attack, assault	22606
7231	to fight against, attack, assail	22609
7232	external pressure, influence	22610
7233	one who incites, an inciter, instigator	22611
7234	a striking against, push, pressure, shock, impulse	22614
7235	without punishment, unpunished, with impunity	22617
7236	unpunished	22618
7237	freedom from punishment, safety, impunity	22619
7238	with impunity	22620
7239	unpunished, unrestrained, free from danger, safe, secure	22621
7240	defiled, infamous, abandoned, vile	22622
7241	basely, shamefully, vilely, infamously	22623
7242	uncleanness, pollution, impurity	22625
7243	unclean, filthy, foul	22627
7244	unpruned, untrimmed	22632
7245	to reckon, attribute, make account of, charge, ascribe, impute	22633
7246	the lowest	22636
7247	the lowest, deepest, last	22637
7248	in, on (+ abl.)	22638
7249	into, onto (+ acc.)	22638
7250	unapproached, inaccessible	22645
7251	to turn sour at, sour upon	22650
7252	unaccustomed	22661
7253	unsinged	22663
7254	to build as a superstructure, erect as an addition, erect, construct	22664
7255	uneven, unequal	22665
7256	uneven	22668
7257	unequally, disproportionately	22670
7258	unequal	22671
7259	to make even, level	22672
7260	Inestimable, invaluable, incalculable	22673
7261	to boil in, rage within	22676
7262	unlovely, unattractive, repugnant, repulsive, odious	22692
7263	to become bitter	22693
7264	unambitious, modest	22695
7265	a walking up and down	22696
7266	to walk up and down, pace to and fro	22697
7267	unpleasant, disagreeable, gloomy	22698
7268	an empty space, void, open space	22699
7269	without life, inanimate	22706
7270	lifeless, inanimate	22711
7271	empty, void	22713
7272	emptiness, empty space	22714
7273	vainly, idly, uselessly	22715
7274	unploughed, untilled, fallow	22725
7275	to kindle, take fire, burn, glow	22728
7276	undiminished	22747
7277	not daring, timorous	22748
7278	to hear whispered, get an inkling of	22749
7279	unheard-of, unusual, strange, new, incredible	22751
7280	after taking auguries, with regard to omens	22754
7281	to take omens from the flight of birds, practise augury, divine	22755
7282	gilded, golden	22758
7283	to overlay with gold	22762
7284	without consulting the auspices	22764
7285	without consulting the auspices	22765
7286	not ventured, unattempted	22766
7287	uncut, not felled	22773
7288	to grow warm, be heated, glow	22778
7289	to warm, heat	22779
7290	unskilfully	22780
7291	unskilful, unintelligent	22781
7292	to grow warm, be heated, glow, kindle	22786
7293	to become white, turn gray, grow hoary	22788
7294	to enchant, fix a spell upon	22793
7295	gray, hoary	22794
7296	in vain, to no purpose, uselessly	22803
7297	unpunished, unreproved	22805
7298	incautiously, inconsiderately, recklessly	22809
7299	incautious, improvident, inconsiderate, heedless, reckless	22811
7300	to advance, march, proceed, stride, move, stalk, strut	22814
7301	not spread abroad	22815
7302	an incendiary	22821
7303	a burning, fire, conflagration	22823
7304	to set fire to, kindle, burn	22824
7305	a setting on fire, burning	22828
7306	inflamed, fiery, hot	22832
7307	not assessed, unregistered	22833
7308	a beginning, undertaking	22838
7309	to begin, attempt	22839
7310	a beginner	22840
7311	a beginning; an initiative, undertaking	22841
7312	a beginning, undertaking	22843
7313	to sift in, add with a sieve	22846
7314	to cover with wax	22847
7315	an uncertainty	22849
7316	doubtfully	22850
7317	Of things, not fixed, unsettled, undetermined	22851
7318	to fall upon, assault, assail, attack	22854
7319	a going, walking, pace, gait	22855
7320	a paramour	22856
7321	impurely, with pollution	22857
7322	to pollute, defile	22859
7323	impious unchastity, incest	22860
7324	not religiously pure, unclean, impure, polluted, defiled, sinful, criminal	22862
7325	unchastity, incest	22863
7326	to fall in, fall, light, strike, reach, find the way	22864
7327	to cut into, cut through, cut open, cut away	22865
7328	P. of incingo	22871
7329	to gird, gird about, surround	22873
7330	to cause to sound, strike up	22875
7331	to take hold, take in hand, begin	22876
7332	in short clauses	22880
7333	in short clauses	22881
7334	a division, member, clause	22882
7335	a section, division, clause	22883
7336	P. of 2 incido	22885
7337	an incitement, inducement, incentive, stimulus	22889
7338	vehemently, rapidly	22890
7339	an inciting, incitement, rousing, instigating	22891
7340	hurried, rapid, swift, at full speed	22894
7341	in rapid motion, rapid, swift	22896
7342	to give a cry, make a call, appeal, invoke	22902
7343	to grow splendid, become famous	22905
7344	unmerciful, rigorous, harsh, rough, severe	22908
7345	rigorously, harshly, roughly, severely	22909
7346	unmercifulness, harshness, unkindness	22910
7347	a leaning, bending, inclining	22912
7348	inclined, disposed, prone	22914
7349	to cause to lean, bend, incline, turn, divert	22916
7350	to shut up, shut in, confine, enclose, imprison, keep in	22917
7351	a shutting up, confinement	22918
7352	P. of includo	22920
7353	celebrated, renowned, famous, illustrious, glorious	22921
7354	P. of incoquo	22926
7355	thoughtless, inconsiderate	22931
7356	to contrive, design	22934
7357	not examined, untried, not investigated	22935
7358	begun, unfinished, incomplete, imperfect	22943
7359	to begin, commence	22946
7360	an inhabitant, resident	22949
7362	unimpaired, uninjured, unharmed, safe, sound, entire, whole	22953
7363	freedom from harm, safety, security	22954
7364	unaccompanied, unattended, alone	22956
7365	not commended; hence, given up, abandoned	22961
7366	inconveniently, unsuitably, unfortunately, unseasonably	22967
7719	a reversing	23866
7367	inconvenience, unsuitableness, disadvantage, damage, injury	22969
7368	to occasion inconvenience, be inconvenient, trouble, annoy	22970
7369	inconvenience, trouble, disadvantage, detriment, injury, misfortune, loss	22971
7370	inconvenient, unsuitable, unfit, unseasonable, troublesome, disagreeable	22972
7371	unchangeable, immutable	22977
7372	unascertained, unknown	22984
7373	without order, disorderly	22989
7374	unformed, out of order, disordered, disarranged, irregular	22990
7375	disordered, dishevelled, unkempt, unadorned	22994
7376	not allowed, unlawful, forbidden	22996
7377	inelegant, ungraceful, awkward	22999
7378	unshaken, firm, unchanged	23002
7379	confusedly, without order	23005
7380	without order, irregular, disordered	23006
7381	want of reflection, inconsiderateness	23027
7382	inconsiderately, rashly	23028
7383	not considered, headstrong, thoughtless	23030
7384	inconsolable	23034
7385	changeable, fickle, capricious, inconsistent	23040
7386	capriciously, inconsistently	23041
7387	inconsistency, inconstancy, changeableness, fickleness	23042
7388	unadvisedly, inconsiderately	23046
7389	not consulted, unasked	23047
7390	unconsumed, undiminished	23051
7391	undefiled, pure	23055
7392	unstretched, relaxed	23058
7393	incontinent, immoderate, intemperate	23060
7394	immoderately, intemperately	23061
7395	greediness, incontinence	23062
7396	not accordant, unsuitable, dissimilar	23066
7397	to boil down, boil, seethe	23072
7398	uncorrected, not revised	23083
7399	uncorruptly, justly	23084
7400	unspoiled, uninjured, uncorrupted	23091
7401	to quicken, grow, increase, rise, spread	23097
7402	not to be believed, incredible, beyond belief, extraordinary, unparalleled	23099
7403	incredibly, extraordinarily	23101
7404	unbelieving, incredulous	23104
7405	growth, increase, augmentation	23108
7406	to keep chiding, urge, scold, nag, harass with words	23114
7407	to sound, resound, rustle, patter, rattle, whiz; to reproach	23116
7408	to grow upon	23117
7409	P. of incerno	23119
7410	not made bloody, unwounded	23124
7411	bloodless, without bloodshed	23125
7412	to coat, incrust	23127
7413	to lie upon, rest on	23132
7414	to forge with the hammer	23135
7415	to tread in, tread down	23140
7416	blameless	23143
7417	without refinement, coarsely	23145
7418	untilled, uncultivated	23146
7419	want of cultivation, neglect	23147
7420	to lay oneself, lean, press, support oneself	23149
7421	a cradle	23152
7422	uncured	23157
7423	want of care, negligence, neglect	23158
7424	carelessly, negligently	23159
7425	careless, negligent	23160
7426	to run into, run upon, rush at, make an attack	23162
7427	a running against, onset, assault, attack	23166
7428	to run into, run against, strike against, assault, attack	23168
7429	a running to, hurried approach, rush, dash	23169
7430	bent, crooked, bowed	23173
7431	to begin to bend	23174
7432	to bend, bow, curve	23176
7433	bent, bowed, crooked, curved	23177
7434	an anvil	23178
7435	a blaming, denunciation	23180
7436	to accuse, complain of, find fault with, blame	23184
7437	a shock, dashing against	23188
7438	not watched, unguarded	23189
7439	P. of incudo	23190
7440	to wield against, cause to strike	23191
7441	a tracking out, investigation	23193
7442	she who investigates, a searcher	23195
7443	to trace out, track	23198
7444	an encircling with toils, surrounding	23199
7445	from there, from then	23201
7446	not owed, not due	23203
7447	unchanged, constant	23210
7448	unbecomingly, indecently	23213
7449	unseemly, inglorious, ignoble, dishonorable, cowardly	23214
7450	to disgrace, disfigure	23215
7451	unbecoming, unseemly, unsightly	23216
7452	unprotected, undefended	23220
7453	unwearied, indefatigable	23221
7454	unlamented	23226
7455	not thrown down	23228
7456	imperishable	23230
7457	untouched, intact	23233
7458	uncondemned, unsentenced	23239
7459	unwept	23248
7460	undetected	23253
7461	P. of indipiscor	23255
7462	not deserted	23257
7463	untouched, unhurt	23262
7464	with unshorn hair	23266
7465	unavoided, sure	23272
7466	one who points out, a discloser, discoverer, informer, witness	23276
7467	a notice, information, discovery, disclosure, charge, evidence	23286
7468	to point out, indicate, inform, show, declare, disclose, make known, reveal, betray	23289
7469	to declare publicly, proclaim, publish, announce, appoint	23290
7470	P. of 2 indico	23296
7471	not said, unsaid	23297
7472	of India, Indian	23301
7473	from the same place	23302
7474	not to be sought or shunned, indifferent, neither good nor evil	23303
7475	sprung from the land, native, indigenous	23306
7476	in want of, needing	23307
7477	need, want, indigence	23308
7478	to need, want, stand in need of, demand, require	23310
7479	a deified hero, patron deity	23311
7480	needy, indigent	23312
7481	unorganized, without order, confused	23315
7482	full of indignation, enraged	23319
7483	to be despised, deserving contempt	23320
7484	impatient, reluctant, indignant	23321
7485	displeasure, indignation, disdain	23323
7486	angered, reluctant	23326
7487	unworthily, undeservedly, dishonorably, shamefully	23327
7488	unworthiness, vileness, shamefulness	23328
7489	to deem unworthy, be indignant, despise, resent, be offended	23329
7490	unworthy, undeserving, unfit	23330
7491	needing, in want	23331
7492	careless, heedless, negligent	23333
7493	carelessly, heedlessly, negligently	23334
7494	carelessness, heedlessness, negligence	23335
7495	to obtain, attain, reach, seize	23338
7496	unplundered	23339
7497	undistinguishable, not known apart	23343
7498	not eloquently	23348
7499	not eloquent	23349
7500	without order, confused	23353
7501	indestructible	23358
7502	undistinguished, confused	23361
7503	put on, laid on, imposed	23363
7504	an atom, indivisible particle	23366
7505	indivisible	23367
7506	to put into, insert	23370
7507	not teachable, not to be taught, indocile	23372
7508	unlearnedly, unskilfully	23374
7509	untaught, unlearned, uninstructed, ignorant, unskilful	23375
7510	freedom from pain, insensibility	23377
7511	an inborn quality, natural quality, nature	23378
7512	to feel pain, smart, ache, be grieved, be distressed	23379
7513	untamed, ungovernable, wild	23385
7514	to fall asleep on, sleep upon	23387
7515	unportioned, portionless	23390
7516	to throw doubt upon, express distrust of	23394
7517	not doubtful, certain	23395
7518	to lead in, bring in, introduce, conduct, lead up, bring forward	23396
7519	a bringing in, introducing, production, admission	23399
7520	P. of induco	23406
7521	indulgent, kind, tender, fond	23409
7522	indulgently, kindly, tenderly	23410
7523	a yielding, indulgence, forbearance	23411
7524	to be complaisant, be kind, be tender, exercise forbearance, incline, yield, indulge, concede, grant, allow	23412
7525	to put on, assume, dress in	23418
7526	a commander-in-chief, emperor	23419
7527	hardened	23420
7528	to grow hard on, stiffen upon	23422
7529	to make hard, harden	23423
7530	diligence, activity, assiduity, industry, zeal	23430
7531	diligently	23431
7532	active, diligent, assiduous, industrious	23433
7533	a suspension of hostitities, truce, armistice	23434
7534	a putting on	23439
7535	to make drunk, intoxicate	23443
7536	an abstaining from food, fasting	23444
7537	not made known, unknown	23445
7538	not choice, inelegant	23456
7539	not choicely, inelegantly	23457
7540	not to be escuped, inevitable	23462
7541	to die upon	23470
7542	unbought, unpurchased	23471
7543	indescribable	23472
7544	inexplicable	23476
7545	to go into, enter	23480
7546	improperly, impertinently, absurdly	23481
7547	silliness, folly, absurdity	23482
7548	to be absurd, trifle, play the fool	23484
7549	absurd, awkward, silly, inept, impertinent	23487
7550	unfit for riding over, impassable to horsemen	23488
7551	unarmed, without weapons, defenceless	23490
7552	unarmed, without weapons	23491
7553	not wandering, fixed	23493
7554	to wander, err	23494
7555	without skill, unskilful, incompetent	23495
7556	want of art, unskilfulness, ignorance, rudeness	23498
7557	unlearned, illiterate	23501
7558	to allure with bait, entice	23504
7559	unavoidable, inevitable	23507
7560	unmoved, calm	23510
7561	without excuse	23515
7562	untrained, unskilful, without experience	23518
7563	not wasted	23521
7564	not to be moved by entreaty, unyielding, inexorable	23522
7565	not free, entangled, confused	23527
7566	unawakened	23529
7567	without experience, unpractised	23530
7568	not to be atoned for, inexpiable	23531
7569	not to be satisfied, insatiable	23535
7570	not filled, unsatisfied	23537
7571	not to be loosened, inextricable, intricate	23538
7572	without previous examination	23540
7573	unexplored, unknown	23541
7574	not to be stormed, impregnable	23542
7575	unlooked for	23548
7576	unextinguished, unextinguishable	23549
7577	not to be crossed, insurmountable	23552
